text,scenario,label
please tell me to take my umbrella because it will be very hot today,calendar,9
could you remind me to take my car from garage because i may go for a long drive today,calendar,9
cancel next event,calendar,8
remove upcoming task,calendar,8
clear my next activity,calendar,8
remove calendar events,calendar,8
please delete all calendar events,calendar,8
delete all events in calendar,calendar,8
make sure all events are removed from calendar,calendar,8
remind upcoming meeting with eminem,calendar,9
remind meeting with sara on monday,calendar,9
remind me of mondays meeting,calendar,9
please delete next meeting arora's namkeen owner,calendar,8
please delete all meetings of today after seven pm,calendar,8
please delete all reminder of sunday,calendar,8
fixed an time for reminder,calendar,9
remind me to call mom every tuesday at ten am,calendar,9
set up a meeting with my tanya for every thursday at ten am,calendar,9
remind me every morning at seven am to take my vitamins,calendar,9
cancel appointment with dentist tomorrow,calendar,8
remove twenty fourth march meeting from schedule,calendar,8
delete lunch with michael,calendar,8
mark tuesday for a meeting with john,calendar,9
remember dinner on thursday at bistro italia,calendar,9
make a note of my doctor's appointment on wednesday next week,calendar,9
please set today as vini's birthday for each calendar year,calendar,9
mark first january as new year event for every day,calendar,9
set twenty first april every year as dad's birthday,calendar,9
set a reminder about tomorrows meeting at nine am,calendar,9
make an alert for my birthday,calendar,9
remind me about tuesday meeting with client at ten am,calendar,9
put a reminder in my calendar about meeting with client at ten am on tuesday,calendar,9
alert me two hours before my meeting on tuesday with client happening at ten in the morning,calendar,9
delete it,calendar,8
delete that,calendar,8
please delete next meeting with rajesh,calendar,8
please delete all meeting after seven am,calendar,8
set reminder,calendar,9
mark on my calendar,calendar,9
add event ann to calendar,calendar,9
add new event named anna to calendar,calendar,9
add new event to calendar and name as anna,calendar,9
add event with these people,calendar,9
mark reminder with these people,calendar,9
calendar event with these people,calendar,9
clear my schedule for today,calendar,8
clear my calendar for tomorrow,calendar,8
remove all my appointments for today,calendar,8
set repeating reminder for every sunday,calendar,9
set reminder anna for every monday,calendar,9
set new reminder to every day,calendar,9
remind me about the meeting i have tomorrow at three pm,calendar,9
set reminder for tomorrow at two pm about my french meeting,calendar,9
remind me to meet with steve at one pm tomorrow,calendar,9
please set event on monday,calendar,9
please set event on seven pm,calendar,9
please set event on tuesday,calendar,9
add event in calendar and mention others,calendar,9
set event date in calendar with others,calendar,9
mention event in calendar with others,calendar,9
fine,calendar,8
repeat calendar event,calendar,9
repeat schedule,calendar,9
repeat daily activity,calendar,9
remove a specific calendar event,calendar,8
abolish a specific calendar event,calendar,8
take off a specific calendar event,calendar,8
please remind about the tomorrow's schedule,calendar,9
please make me updated about today's scenario,calendar,9
please put me your input to know my schedule,calendar,9
delete all the events in my calendar,calendar,8
clear every single event from my entire calendar,calendar,8
remove all the events from my whole calendar,calendar,8
call me for this meeting,calendar,9
have you responded my phone calls,email,16
notify me with all events in the next one week,calendar,9
what are the events coming up soon,calendar,9
give me the list of all events coming up in the next month and set notifications for all of them,calendar,9
yashas birthday with vinay vally,calendar,9
john marriage anniversary,calendar,9
hayathis daughter baby shower,calendar,9
delete everything for this month,calendar,8
get rid of all my events,calendar,8
i want all my events deleted,calendar,8
add remainder,calendar,9
set up the meeting with justin and katrina,calendar,9
i have a meeting with justin and katrina for friday,calendar,9
the meeting with justin and katrina has been changed put it on thursday,calendar,9
schedule dinner with sara and jamie,calendar,9
add event for meeting with james,calendar,9
set a meeting with bill,calendar,9
please remove event name,calendar,8
please remove remainder,calendar,8
find remainder and delete,calendar,8
remind me of the meeting on tuesday,calendar,9
notify me of the meeting on tuesday,calendar,9
let me know of the meeting on tuesday,calendar,9
please remind me of my teachers meeting on thursday at three pm,calendar,9
i will need a reminder of the three pm teachers meeting on thursday,calendar,9
thursday at three pm there is a teachers meeting i need to be reminded of,calendar,9
block off three to five on friday,calendar,9
i want five hours freed up for jenn's birthday this saturday,calendar,9
that meeting may be long give me four hours tomorrow afternoon,calendar,9
please remind me to do this job in the evening,calendar,9
please arrange to remind about this job,calendar,9
i want you to remind me about the evening program,calendar,9
i want you to remind me about tomorrow's meeting,calendar,9
make me alert in the morning about tomorrows meeting,calendar,9
i want you to make alert in the evening about upcoming meeting,calendar,9
please let me know about my birthday,calendar,9
please let me know about a meeting after days,calendar,9
please let me know about my anniversary,calendar,9
remind me two days before my wife birthday,calendar,9
tell me something to remind this week,calendar,9
cancel future event from place i worked,calendar,8
clear all concert schedule,calendar,8
cancel schedule for seven days from today,calendar,8
just set me reminders about meetings with my colleagues,calendar,9
just set me reminders about pending bill payments,calendar,9
just set me reminders about pending payment of children school fees,calendar,9
just let me know the important meetings with my boss over the week,calendar,9
just let me know the important appointments with dealers over the week,calendar,9
just let me know the important work interviews in the next two days,calendar,9
remove emma's birthday from events,calendar,8
clear all events for tomorrow,calendar,8
cancel appointment for third of april,calendar,8
for a new event or meeting request choose repeat on the toolbar,calendar,9
in the repeat section enter a start datose the drop down next to weekly to change the recurring event to a daily,calendar,9
daily monthly or yearly event if necessary choose the interval between events,calendar,9
cancel my birthday party,calendar,8
erase my appointment with ted,calendar,8
delete my doctors appointment this week,calendar,8
remind me to brush my teeth at three thirty,calendar,9
remind me to eat when i get home,calendar,9
set a reminder for james party on the third,calendar,9
delete eric's bday from the calendar,calendar,8
cancel tomorrow's meeting,calendar,8
remove my vacation scheduled for july,calendar,8
set meeting for march thirty two thousand and seventeen at nine am,calendar,9
schedule a meeting with the creative team tomorrow at one pm,calendar,9
i need to set up a meeting with the ceo tomorrow,calendar,9
do events,calendar,9
add events,calendar,9
make event,calendar,9
popup meeting,calendar,9
show meetings,calendar,9
meetings,calendar,9
set repeat event in calendar,calendar,9
set rotating event,calendar,9
setting repeating event in calendar,calendar,9
set on twenty second march badminton match in merita square,calendar,9
on third april we will go to watch j llb movie set it,calendar,9
please set on eighth july there is music concert in white field,calendar,9
remind me in fifty minutes,calendar,9
remind me about shopping thirty minutes later,calendar,9
remind me after an hour to go for shopping,calendar,9
set meeting with the ceo tomorrow,calendar,9
schedule a meeting with the vp of the department on the twenty first of march two thousand and seventeen,calendar,9
i need a meeting with the cfo on thursday,calendar,9
set an anniversary event for tuesday,calendar,9
set a birthday event for wednesday,calendar,9
set a thanks giving event for friday,calendar,9
remove birthday event from my calendar,calendar,8
remove anniversary event from my calendar,calendar,8
remove thanksgiving event from my calendar,calendar,8
set a notification on third march about company meeting,calendar,9
remind me on fifth april there is a meeting with boss,calendar,9
please set a notification on twenty third october about meeting with my colleague,calendar,9
clear my calendar all events,calendar,8
clear calendar events all,calendar,8
calendar erase all,calendar,8
set an office meeting reminder for the next three days,calendar,9
add to calendar an everyday reminder for laundry,calendar,9
create a reminder for visa application on this thursday,calendar,9
event,calendar,9
wish birthday,calendar,9
add to calendar an office meeting for the next three days,calendar,9
add to calendar an medical appointment for the first day of the next five months,calendar,9
add to calendar a home visit everyday this week,calendar,9
calendar henvich marriage,calendar,9
dubai marriage,general,27
party beach,general,27
remove from calendar my medical appointment for today,calendar,8
remove my office meeting event for next week,calendar,8
delete the tomorrow's home visit event,calendar,8
please give me notice when i need to leave for the conference,calendar,9
please set a one hour notification for tomorrow's conference,calendar,9
tell me when i need to leave the airport,calendar,9
create a calendar event with mike and jo at six o'clock tomorrow morning departing for muscat,calendar,9
calendar six o'clock departure tomorrow morning with mike and jo,calendar,9
create an event tomorrow at six in the morning notifying mike and jo,calendar,9
cancel all events for today and mark me busy,calendar,8
mark all remaining calendar events for today as cleared,calendar,8
remove meeting at dubai,calendar,8
delete marriage july three,calendar,8
make blank on july three calendar,calendar,8
invite john to a meeting tomorrow morning at nine o'clock,calendar,9
set up a meeting tomorrow morning at nine o'clock and invite john,calendar,9
remove birthday party,calendar,8
delete birthday party,calendar,8
cancel birthday party,calendar,8
upcoming events in calendar,calendar,9
for the week of the twentieth delete all tutoring events,calendar,8
clear my day on the twenty ninth,calendar,8
cancel medical engagements this weekend,calendar,8
remind me to go to my doctors at four pm on tuesday,calendar,9
add monas wedding even to my calendar for tuesday,calendar,9
make an event reminder for monas wedding on tuesday,calendar,9
event calendar monas wedding tuesday,calendar,9
set a meeting event reminder with mona on tuesday,calendar,9
event reminder mona tuesday,calendar,9
make an event reminder for a meeting with mona on tuesday,calendar,9
remind me at the time of the event,calendar,9
tell me when the event is happening,calendar,9
alert me at the time of the event,calendar,9
can you put in lee's birthday on the twenty second of june,calendar,9
add lee's birthday to the calendar on twenty two june,calendar,9
it's lee's birthday on twenty two june,calendar,9
set a repeating calendar event,calendar,9
put a repeating event on the calendar,calendar,9
create a reminder for meeting,calendar,9
notify me in fifteen before meeting starts,calendar,9
set up notification for meeting,calendar,9
remove that event from calendar,calendar,8
please remove that event,calendar,8
i don't need that event anymore,calendar,8
go to calendar,calendar,9
look for free time,general,27
a lot a feasible time,general,27
tomorrow my mother birthday,calendar,9
next week my uncle birthday,calendar,9
next month my brothers birthday,calendar,9
tomorrow will be conducting a meeting in required manner,calendar,9
cancel all the meeting today,calendar,8
day after tomorrow will conduct all meetings,calendar,9
delete day after event,calendar,8
delete all details in event,calendar,8
give some of delete in today events,calendar,8
add john's birthday on twenty five march,calendar,9
add a meeting in office at eleven am,calendar,9
add dinner with wife tomorrow at seven pm,calendar,9
plan a meeting with john on twenty one mar at eleven am,calendar,9
schedule a meeting with reeta today evening at five pm,calendar,9
plan a meeting in office with all employees tomorrow morning at eight,calendar,9
plan a meeting tomorrow morning,calendar,9
send an invitation to kitty for tomorrow morning's meeting,calendar,9
schedule a reminder one hour before the meeting,calendar,9
i want a reminder for an editor's meeting at two pm thursday,calendar,9
set me a reminder for the get together with the women's club on sunday after church,calendar,9
i have to attend a baking contest on wednesday morning at seven save and set reminder,calendar,9
wipe everything on my calendar,calendar,8
clear my schedule for the month,calendar,8
erase all events on the calendar,calendar,8
clear all events in calendar,calendar,8
reset all events in calendar,calendar,8
clear all events in calendar for march,calendar,8
delete meeting scheduled with john on twenty one march,calendar,8
remove tonights dinner with shelly,calendar,8
remove all my engagements from calendar for tomorrow,calendar,8
remind about of all event in calendars,calendar,9
remind the required events to be reset,calendar,9
remain day after events in calendar,calendar,9
get rid of the first three events in my calendar,calendar,8
ggg,calendar,8
i need to set up a meeting with debra for thursday at three pm,calendar,9
put a meeting with darryl on my calendar tomorrow at one thirty am,calendar,9
do i have any time free on tuesday for a two hour meeting with ken,calendar,9
remove the doctor's appointment i added to my calendar for february twelfth at nine am,calendar,8
delete my doctor's appointment for february twelfth,calendar,8
please remove the doctor appointment in my calendar for february twelfth at nine am,calendar,8
please clear my calendar of all events,calendar,8
please reset my calendar back to day one,calendar,8
open calendar and erase all events for all months,calendar,8
make a note of an event exhibition two thousand and seventeen mass on mar twenty five,calendar,9
make a calendar note exhibition two thousand and seventeen mass on mar twenty five,calendar,9
exhibition two thousand and seventeen mass on mar twenty five make a note of it on the corresponding date,calendar,9
j,calendar,9
could you add this on my calendar please,calendar,9
please add this to my calendar,calendar,9
do add this on my calendar,calendar,9
make a repeating reminder for this calendar event,calendar,9
set reminder for at least twenty times for this calendar event which is very important,calendar,9
would you please notify me about the event in my calendar,calendar,9
notify me when the event is going to take place,calendar,9
notify me when this happens,calendar,9
can you add my business meeting to the work calendar,calendar,9
add my sister visiting to my family calendar,calendar,9
show me the events in my work calendar for next week,calendar,9
do deletion of next calendar event,calendar,8
erase next calendar event,calendar,8
don't want of next event in calendar so delete it,calendar,8
add event on august twenty one at nine am,calendar,9
schedule meeting on tuesday,calendar,9
i am going tomorrow for a function,calendar,9
remind me that i have an appointment twelve o clock on saturday,calendar,9
i would ask it to play the beep sound continuously,calendar,9
i would like to set the event repetitive,calendar,9
i want this event to be reminded throughout this month,calendar,9
remind me daily about inauguration function,calendar,9
i want to remove the wedding function on saturday,calendar,8
update the calendar with the last event removed,calendar,8
delete the events from the calendar on twenty eighth march,calendar,8
remind me about my lunch date for monday,calendar,9
set a reminder to attend pta on tuesday,calendar,9
please tell me about a hour before thursday about my hair appointment,calendar,9
please add dinner with mary to my calendar on saturday,calendar,9
i need to add baseball practice on saturday at two pm,calendar,9
on friday please put dentist appointment at three,calendar,9
remind,calendar,9
alert,calendar,9
create an event in my calendar,calendar,9
open calendar and make an event reminder,calendar,9
set a reminder for my meeting today,calendar,9
notify me two hours before my meeting,calendar,9
remind me about my next meeting a few hours ahead of time,calendar,9
set generic calendar event for next saturday at ten am,calendar,9
create an empty calendar event for next saturday at ten am,calendar,9
make a calendar entry for next saturday at ten am please,calendar,9
set my cooking classes on tuesdays at five pm,calendar,9
remind me about games of thrones at seven pm each sunday for the next three months,calendar,9
remind me about the meeting with dentist on the twenty third of may,calendar,9
hey place an event in my calendar to go to the dentist on friday april seventh at four hundred and fifty park avenue new york ny eleven thousand two hundred and thirty two,calendar,9
hey place an event in my calendar to go to the doctor on friday april fourteenth at one hundred and twenty three water street new york ny eleven thousand two hundred and eighty nine,calendar,9
hey place an event in my calendar to go to soccer practice on friday april twenty first at one thousand one hundred and ninety whale avenue new york ny eleven thousand two hundred and ninety two,calendar,9
remove the party event from the calendar,calendar,8
remove trip event,calendar,8
remove all the events on dec twenty sixth,calendar,8
clear all items on my calendar for april,calendar,8
delete all item on my calendar for this week,calendar,8
delete all events on my calendar for the next thirty days,calendar,8
remind me of the meeting on the twenty second of january,calendar,9
i have a meeting set a reminder for ninth of april,calendar,9
set reminder for meeting with john on wednesday at nine am,calendar,9
cancel my appointment for tomorrow at four,calendar,8
delete my birthday reminder for next week,calendar,8
cancel my plans to pick up my parents from the airport,calendar,8
remind me to ask an important question to my boss,calendar,9
research the clients that will attend the meeting,calendar,9
please remind to get donuts for the meeting,calendar,9
remind me about the meeting in one hour,calendar,9
remind me in one hour about my meeting,calendar,9
set reminder in one hour for a meeting,calendar,9
please set this event on repeat this date,calendar,9
set this date to repeat reminder,calendar,9
please set this date to repeat,calendar,9
please remove this event from my calendar,calendar,8
remove this event from my calendar notification,calendar,8
please delete this calendar event,calendar,8
i want to hear the best country songs of the nineties,play,48
can you play prince and similar artists,play,48
turn on some music,play,48
play a song that will make me smile,play,48
play me the latest podcast about online surveys,play,49
play me some podcasts about getting rich quick,play,49
play some country music,play,48
start the i'm feeling lucky playlist on google play,play,48
play my newest podcasts from radiolab,play,49
put on a playlist of danish music,play,48
play my favorite podcast,play,49
play the song let it go,play,48
start music,play,48
play my mashup,play,48
play a country station please,play,48
please play top country,play,48
play nineties hip hop,play,48
play country,play,48
play rock,play,48
play the current playlist,play,48
i want to hear rock,play,48
want to play music,play,48
search for podcasts that cover men's issues,play,49
play six music for me,play,48
Play music composed by some one giving short hint about the album,play,48
could you play this song closer from the album chainsmokers,play,48
play my chillhop playlist,play,48
play me an upbeat song through your speakers,play,48
rewind audiobook by thirty seconds,play,46
play audiobook,play,46
please continue playing odd thomas by dean koontz,play,46
i want to finish listening to the book one thousand nine hundred and eighty four from where i left off,play,46
i want to listen to be more chill by ned vizzini,play,46
restart american gods,play,46
start playing american gods where i last stopped,play,46
resume play of american gods,play,46
can you play my favorite audio book of harry potter,play,46
can you play my favorite audio book of tarzan,play,46
can you play my favorite audio book of king kong,play,46
resume my audio book from karl pilkington,play,46
can you put on the chuck palhunik audio book,play,46
can you put on the giver,play,46
resume the audiobook i listened to last,play,46
resume harry potter from the place i have stopped listening to last time,play,46
play me harry potter from the place i last stopped listening on,play,46
play book,play,46
resume audiobook,play,46
keep reading,play,46
resume the art of war,play,46
play seven habits of effective people,play,46
start chapter seven of alma,play,46
pause the book,play,46
start playing again,play,46
open audio book history of rome,play,46
resume audio book history of rome,play,46
end pause on audio book history of rome,play,46
resume the playback of a child called it,play,46
play superstitions by rl stine,play,46
resume the playback of zanes se chronicles,play,46
continue reading moby dick to me,play,46
resume play on my most recent audiobook selection,play,46
start the audiobook file for where i left off in a tale of two cities,play,46
play biography of jackie kennedy,play,46
i want to hear the book written by the mother of the shooter at columbine,play,46
i want to hear a book by torey hayden,play,46
can you play my latest audio book,play,46
i want to resume where i last left off in my audio book,play,46
start from last time on my audio book,play,46
play jingle bells,play,48
open media play jingle bells,play,48
please play jingle bells in media folder,play,48
resume the time traveller's wife,play,46
play the time machine by h g wells,play,46
can you pause the audio,play,46
can you pause and rewind the audio then resume,play,46
i want you to fast forward the audio then resume,play,46
continue playing my audiobook,play,46
play sam harris audiobook,play,46
play a rock,play,46
play a jazz,play,46
play a classical,play,46
play animal farm,play,46
resume animal farm,play,46
go back to animal farm,play,46
resume harry potter book four,play,46
resume harry potter book five,play,46
resume harry potter book one,play,46
start audiobook again,play,46
resume audiobook player,play,46
pause the audiobook,play,46
stop audiobook,play,46
restart audiobook,play,46
please play my music,play,48
please resume my music,play,48
please start my music,play,48
play the davinci code,play,46
open davinci code audiobook,play,46
open the davinci code where i left off,play,46
start play johns audiobook,play,46
resume recent audiobook,play,46
play recently added audiobook,play,46
please play my favorite pop songs from my list,play,48
could you please play the classical music for me,play,48
i want you to play my michael jackson favorite song,play,48
resume audiobook playback,play,46
continue audiobook playback,play,46
i want to hear more audiobook,play,46
play audio,play,46
resume audio,play,46
audio start,play,46
play pride and prejudice,play,46
resume pride and prejudice,play,46
continue pride and prejudice,play,46
using remote,play,46
using play pause button,play,46
using time settings,play,46
resume lord of the rings,play,46
can you play hunt for red october,play,46
lets listen to hunt for read october,play,46
resume my audiobook where we paused last,play,46
i would like to continue my audiobook,play,46
i would like to start this new audiobook,play,46
pause resume,play,46
stop play,play,46
hold,play,46
play the client by john grisham,play,46
play the scarlet letter,play,46
play little women,play,46
resume last played audiobook,play,46
play audiobook of jacob,play,46
play audiobook of planets,play,46
keep reading the audiobook to me,play,46
resume story,play,46
play magic run after thirty min,play,46
please pause this audio book now,play,46
please play recently paused audio,play,46
please continue reading audiobook,play,46
resume audiobook please,play,46
play audiobook where we left off,play,46
resume my audiobook from the beginning of the last chapter i started,play,46
play the game of thrones audio book from the last chapter i was on,play,46
start my audio book from where i left off,play,46
resume inkheart,play,46
play the circle,play,46
play the god of small things,play,46
replay the god of small things,play,46
put on the god of small things,play,46
play it after five minutes,play,46
lets have a break for five minutes,play,46
i need a break start it after five minutes,play,46
open book,play,46
play my book,play,46
start reading book,play,46
play the last played audiobook,play,46
resume the last played audiobook,play,46
begin playing the audiobook beauty and the beast,play,46
play the melody song from audiobook,play,46
resume the memorial songs,play,48
play the romantic songs,play,48
play born to run from where i stopped,play,48
resume born to run,play,48
please restart the handmaid's tale,play,46
i want to finally read the mars trilogy,play,46
resume the last kingdom for me,play,46
open album name,play,46
open song name,play,46
open lyrics name,play,46
resume the two towers audiobook,play,46
start audio book the two towers,play,46
open the two towers and play,play,46
play for me michael jackson song from audiobook,play,46
play for me madonna song from audiobook,play,46
play for me the beatles song from audiobook,play,46
please play justin bieber album,play,48
please play michael jackson album,play,48
please play jennifer lopez album,play,48
open harrypotter audiobook and play from last played,play,46
play the audiobook swan from first,play,46
open the books and play brains book from chap nine,play,46
please play this playback on audiobook,play,46
look for this playback in audiobook and play for me,play,46
please resume this playback in audiobook,play,46
get me resume of newest release audio book,play,46
get me resume of best seller audio book this month,play,46
base on my audiobook collection get me recommendation related audio book i should listen get and play me the resume,play,46
play fault in our stars on audible,play,46
resume the girl on the train on audible,play,46
listen to the martian from downpour,play,46
play my bookmarked audiobook,play,46
play wuthering heights from where i left off,play,46
pick up wuthering heights where we left off,play,46
resume the song from the audiobook by michael jackson,play,46
resume the song from the audiobook by madonna,play,46
resume the song from the audiobook by the beatles,play,46
resume playback,play,46
audio,play,46
please continue reading the hunger games,play,46
start reading fifty shades of grey from chapter four,play,46
continue from where we left off in divergent,play,46
resume a song from the audiobook by elvis presley,play,46
resume a song from the audiobook by michael jackson,play,46
resume a song from the audiobook by madonna,play,46
book swan play,play,46
book swan resume,play,46
begin again book swan,play,46
music one,play,46
music two,play,46
music three,play,46
play audiobook snow white,play,46
can you continue audiobook the circle,play,46
start audiobook the time traveller,play,46
play audiobook of arijit singh,play,46
can you play file,play,46
please resume current song of masti,play,46
continue the last chapter of the audio book i was listening to,play,46
resuming playing my current audio book,play,46
progress from the last paused point of my audio book,play,46
play album audiobook,play,46
resume jaiho song audiobook,play,46
audio book play jai ho,play,46
resume joes book from where i left off last time,play,46
play from my last session of joes book,play,46
start from my last session of joes book,play,46
resume audio playback of twilight,play,46
start audio playback of twilight again,play,46
play the twilight book,play,46
my choice to play an audio from first,play,46
my choice to play an audio from middle of the objects,play,46
my choice to play an objects from last,play,46
open audible and continue playing the book that i was listening to,play,46
please open audible app and resume play,play,46
resume play where i left off in book on audible,play,46
start my bible study book again,play,46
resume the reading of the french lesson,play,46
continue the smurfs book,play,46
play this audiobook for me,play,46
play the program where i left off yesterday,play,46
list me the audiobooks i have already listened to,play,46
play the jungle book,play,46
start dune from where i left off,play,46
i want to listen to treasure island by robert louis stevenson,play,46
play my favourite book,play,46
play the book which i heard on some particular day,play,46
please play back some important points summary,play,46
read me some more deadly death killers,play,46
start reading that alan partridge book,play,46
read some more of the daisy goodwin book for me,play,46
continue with my audiobook please,play,46
i would like to listen to my audiobook,play,46
please resume my audiobook,play,46
list of playback of ar rahman collections,music,43
play a song from illaiyaraja's composition,play,48
let me hear some pop music or a song,play,48
read to me,play,46
book please,play,46
open audiobook,play,46
restart bill nye book,play,46
go back to the midnight series,play,46
resume mind reading book,play,46
please play the notebook audio,play,46
restart the audiobook heaven is for real,play,46
i want to play the audiobook good grief,play,46
start playing from where i left off on the goblet of fire,play,46
continue playing my book of vitamins,play,46
start over the book legacy,play,46
play the two towers,play,46
resume the two towers,play,46
open the two towers,play,46
resume playing you are joking mr feynman,play,46
keep playing secret garden,play,46
start chapter five of physics for future presidents,play,46
playback tom clancy splinter cell,play,46
read the audiobook of war of the roses,play,46
resume playing the current audiobook,play,46
pick up we left off on battle royale,play,46
find me an audio book version of ready player one and play it for me,play,46
play me a random audio book that has to do with love,play,46
resume playing the miniaturist,play,46
start playing the hobbit,play,46
continue playing where I left off,play,46
play this audiobook,play,46
play from this point from this audiobook,play,46
resume war and peace,play,46
keep playing war and peace,play,46
i want to start war and peace where i left off,play,46
how long should i boil the eggs,cooking,11
what ingredients do i need for tomato soup,cooking,11
how to make cheesecake,cooking,11
tell me how to cook steak,cooking,11
whats needed to make pizza,cooking,11
whats the recipe for oats cookie,cooking,11
how do i make a pizza,cooking,11
whats the recipe for pasta sauce,cooking,11
tell me how to make garlic bread,cooking,11
how do i cook rice,cooking,11
how do i roll sushi,cooking,11
how long should i boil an egg,cooking,11
tell me the recipe of,cooking,11
how much time do i have to boil an egg,cooking,11
how much time to cook pasta,cooking,11
tell me how to cook pasta,cooking,11
how do i cook a pasta,cooking,11
how long should i boil the egg,cooking,11
what ingredients are needed for pudding,cooking,11
find a recipe for a romantic dinner for two,cooking,11
what can i cook with broccoli and chicken,cooking,11
how many millilitres is two table spoons,cooking,11
give me some recipes for sheperds pie,cooking,11
how do i cook fish and chips,cooking,11
i have some salmon how do i prepare this,cooking,11
how long should i cook a hamburger on each side,cooking,11
what temperature should the oil be for frying french fries,cooking,11
find me a chocolate cake recipe,cooking,11
how do i cook butter chicken,cooking,11
what all goes into a red velvet cake,cooking,11
how long does it take to make vegetable lasagna,cooking,11
what's the recipe for tacos,cooking,11
find the most popular recipe for tacos,cooking,11
what is the best recipe for tacos,cooking,11
what is the recipe for apple pie,cooking,11
what should the oven temperature be for sponge cake,cooking,11
how long do you cook it,cooking,11
get me a recipe,cooking,11
instruct me to cook,cooking,11
give me a cooking tutorial,cooking,11
how many cups are in a gallon,cooking,11
why do people use avocado seeds,cooking,11
what temperature should a baked chicken be,cooking,11
tell me the recipe to make cake,cooking,11
show me a video on cooking fried chicken,cooking,11
how many tablespoons in a cup,cooking,11
what can i substitute butter with,cooking,11
how long should you cook a whole chicken in a three hundred and seventy five degree oven,cooking,11
how long should i bake ziti in the oven,cooking,11
where can i find kids free deals on saturdays,cooking,11
how me all the french bistros near me,cooking,11
how do i steam rice,cooking,11
what is the best oven temperature to roast potatoes,cooking,11
what is the best way to cook pasta al dente,cooking,11
weird things people want to know,cooking,11
food processing business in your home has advantages,cooking,11
knowledge about food processing,cooking,11
how can i cook pasta,cooking,11
what's the easiest way to cook pasta,cooking,11
what's the best way to cook pasta,cooking,11
what ingredient can be used to replace white wine,cooking,11
what ingredient can be used instead of saffron,cooking,11
how do you make spaghetti,cooking,11
is there anything to do with quinoa to make it not taste awful,cooking,11
what conducts heat better copper bottomed pots or cast iron,cooking,11
what's the best way to sharpen a butcher knife,cooking,11
how many ounces are in a cup,cooking,11
what is a good vegan egg substitute,cooking,11
hey robot give me a list of ingredients for welsh rarebit,cooking,11
annie could you please search the internet and play the videos for cooking italian food,cooking,11
please search the internet and display the suitable youtube videos for cooking italian foods,cooking,11
could you please display the videos for cooking italian food,cooking,11
cook me some oats,cooking,11
what is the menu today add some boiled vegetables also to it,cooking,11
cook me some pasta with cheese and honey in it,cooking,11
how do i make lobster bisque,cooking,11
what ingredients do i need to make lobster bisque,cooking,11
how do i start making lobster bisque,cooking,11
do we add rosemary in pasta,cooking,11
give me the recipe of steak,cooking,11
can we make steak with chicken,cooking,11
boiling,cooking,11
freezing,cooking,11
evaporated,cooking,11
how can i learn cooking,cooking,11
tell me ways to learn cooking,cooking,11
show me tutorials on cooking food,cooking,11
tell me the recipe to cook pav bhaji,cooking,11
how is pav bhaji cooked,cooking,11
can you tell me the recipe to cook pav bhaji,cooking,11
how do you zest a lime without a zester,cooking,11
how long does it take water to boil,cooking,11
what the sexiest food to cook on a date,cooking,11
what does one have to damage in cream to make butter,cooking,11
for how much time should i oven pizza to make it perfect crispy,cooking,11
show me pancakes,cooking,11
how to make sausage,cooking,11
how do i poach an egg,cooking,11
what dairy product contains several nutrients,cooking,11
how to create buttermilk from milk,cooking,11
show me how to cook low calorie breakfast,cooking,11
i want to cook pasta in american style show me how,cooking,11
i want to cook italian dishes show me some,cooking,11
how to cook rice,cooking,11
show the method to prepare icecream,cooking,11
tell how vegetable is cooked,cooking,11
recipe for meal,cooking,11
how do i make meal,cooking,11
how can i cook meal,cooking,11
select the type of meal whether a break fast lunch dinner,cooking,11
search for your favorite meal,cooking,11
select recipe,cooking,11
i want to know the procedure of making thanksgiving turkey in five sentences,cooking,11
in five sentences let me know the procedure of making thanksgiving turkey,cooking,11
thanksgiving turkey cooking procedure in five sentences is what,cooking,11
how do you cook black eye pea,cooking,11
how do you roast lamb,cooking,11
please tell me how to i bake twelve oatmeal cookies,cooking,11
give me recipes,cooking,11
show me what the ingredients are,cooking,11
use google to show me how to cook,cooking,11
what do i need to make lamb pathia,cooking,11
find me the recipe for beef stroganoff,cooking,11
tell me how to cook a cheese souffle,cooking,11
find the set of procedures for a meal course,cooking,11
google the steps for preparing the dish,cooking,11
instructions to make a meal,cooking,11
find a recipe that uses ground beef and zucchini,cooking,11
whats a substitute for butter that is non dairy,cooking,11
what temperature do you bake a potato,cooking,11
find me the best recipe for some american style fluffy packcakes,cooking,11
i need a puttanesca recipe that pre dates one thousand nine hundred and seventy,cooking,11
i need a recipe that is from ingredients on my shopping list,cooking,11
how to cook a pizza,cooking,11
explain in brief about fish fry,cooking,11
how to make a burger,cooking,11
tell me the recipe for yellow rice,cooking,11
i need recipe for yellow rice,cooking,11
how to cook yellow rice,cooking,11
where will i get best cooking ideas,cooking,11
give me best cooking ideas,cooking,11
i need good ideas for cooking,cooking,11
show me the recipe for cookies,cooking,11
what is a cookie recipe,cooking,11
how do i make cookies,cooking,11
where can i find that recipe for magic cookie bars,cooking,11
what spice do i use in indian rice,cooking,11
how many cups of sugar in texas sheet cake frosting,cooking,11
how do i make tuna casserole from scratch,cooking,11
can you give me a recipe for homemade chicken noodle soup,cooking,11
how do i cook a medium rare steak,cooking,11
how do i cook that meal,cooking,11
how to cook that meal,cooking,11
i want to cook that meal,cooking,11
how do i make a turkey,cooking,11
tell me how to make a poor boy sandwich,cooking,11
